requirement_id,title,status,related_adr,source_paths,test_paths,release_or_change,notes
DS-QA-006,Risk Engine Authority and Bypass-Resistance Testing,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-008,AI Output Validation Testing,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-012,Data Quality and Freshness Testing,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-013,Security Testing,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-016,End-to-End Workflow Testing,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-017,Release Gates,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-018,Requirement-to-Test Traceability,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-019,Defect Severity Classification,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-020,Test Data and Fixture Management,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-022,Audit-Log Integrity Testing,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-023,Incident-Response Lifecycle Testing,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-API-CHT-001,Chart Data,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-COR-003,API Versioning,Committed / MVP (obligation),,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-COR-005,Pagination and Filtering,Committed / MVP (obligation),,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-EXE-001,TradeValidationPipeline Boundary (Governance Contract),Committed / MVP,ADR-002,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-EXE-002,Trade Proposal Read Access,Committed / MVP (Phase-1 core read access only),,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-INT-001,Integration Credential Management,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-MKT-001,Quote and Candle Retrieval,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-MKT-002,Symbol Lookup and Resolution,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-MKT-003,Market Calendar,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-OPS-001,Audit Log Query,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-RSK-001,Risk Engine Query (Read-Only),Committed / MVP (query boundary),,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-SCN-001,Scan Configuration CRUD,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-SCN-002,Scan Execution,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-SIG-001,Signal List and Detail,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-SIG-002,Why-Trade / Why-Not-Trade Detail,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-STR-001,Strategy CRUD and Versioning,"Committed / MVP for the Phase-1 core fields only (id, name, version, status); Planned for the full construction feature (configuration, risk_assumptions)",,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-API-WKS-001,Active Workspace Composition,Committed / MVP,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-06-API/DS-006-API-Specification.md,Pending,Source: docs/codex/Volume-06-API/DS-006-API-Specification.md
DS-DB-005,StrategyProfile,Committed / MVP (Phase-1 base model only — see field split below; full strategy-construction functionality remains Planned),,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-05-Database/DS-005-Database-Design.md,Pending,Source: docs/codex/Volume-05-Database/DS-005-Database-Design.md
DS-DB-007,TradeDecision,Committed / MVP (Phase-1 core only — see field split below; pipeline/AI extension fields remain Planned),,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-05-Database/DS-005-Database-Design.md,Pending,Source: docs/codex/Volume-05-Database/DS-005-Database-Design.md
DS-QA-007,Sage Advisory Boundary Testing,"Committed / MVP (governance boundary); Planned (full execution, Phase 6)",,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-009,TradeValidationPipeline Stage-Order Testing,Committed / MVP for the unconditional pipeline-integrity constraint; Planned for the conditional Trade Proposal submission test,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-014,Performance and Responsiveness Testing,Committed / MVP for startup; Planned for interaction-latency,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-QA-021,Interface State Lifecycle Testing,Committed / MVP for the core lifecycle; Planned for assistive-technology announcement testing,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md,Pending,Source: docs/codex/Volume-09-Testing/DS-009-Testing-and-QA.md
DS-SCA-007,Strong Authentication for High-Risk Actions,"Committed / MVP (governance boundary); Planned (implementation, tied to each triggering action's own phase)",,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-08-Security/DS-008-Security-Architecture.md,Pending,Source: docs/codex/Volume-08-Security/DS-008-Security-Architecture.md
DS-SCA-012,Order Authorization Trail and Broker Safety,"Committed / MVP (governance boundary); Planned (implementation, Phase 7)",,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-08-Security/DS-008-Security-Architecture.md,Pending,Source: docs/codex/Volume-08-Security/DS-008-Security-Architecture.md
DS-SCA-017,Desktop and Mobile Client Secret Storage,"Committed / MVP for desktop; Planned, Phase 9 for mobile-specific controls",,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-08-Security/DS-008-Security-Architecture.md,Pending,Source: docs/codex/Volume-08-Security/DS-008-Security-Architecture.md
DS-SCA-018,Dependency and Supply-Chain Controls,Committed / MVP (process-level),,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-08-Security/DS-008-Security-Architecture.md,Pending,Source: docs/codex/Volume-08-Security/DS-008-Security-Architecture.md
DS-SCA-021,Independent Review and Development Agent Security Constraints,Committed / MVP (process-level),,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-08-Security/DS-008-Security-Architecture.md,Pending,Source: docs/codex/Volume-08-Security/DS-008-Security-Architecture.md
DS-SCA-022,Security Review Gate Before Live Trading,"Committed / MVP (governance boundary); Planned (implementation, Phase 13)",,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-08-Security/DS-008-Security-Architecture.md,Pending,Source: docs/codex/Volume-08-Security/DS-008-Security-Architecture.md
DS-UX-009,Explainability-First Conclusion Presentation,Committed / MVP for the Signal why-trade/why-not-trade surface; Planned for the Sage conversational extension,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-07-UX/DS-007-UI-UX-Bible.md,Pending,Source: docs/codex/Volume-07-UX/DS-007-UI-UX-Bible.md
DS-UX-011,Material Risk Visibility,Committed / MVP baseline; Planned for the configured-limit warning surface,,Pending — implementation-neutral Codex; no exact source path cited,Pending — see requirement's own Testing field in docs/codex/Volume-07-UX/DS-007-UI-UX-Bible.md,Pending,Source: docs/codex/Volume-07-UX/DS-007-UI-UX-Bible.md
